"bus_rest.business_id" "bus_rest.stars" "bus_rest.longitude" "bus_rest.latitude" "bus_rest.state" "bus_rest.attributes.RestaurantsTakeOut" "bus_rest.attributes.RestaurantsReservations" "bus_rest.attributes.WiFi" "bus_rest.attributes.Caters"
"45693" "wY3dlpLa0BHfDENYAPYuZA" 3 -79.9956094 40.4444316 "PA" TRUE TRUE "no" FALSE
"45694" "0qoUYvAGnkcc3vzY-P-0_A" 2.5 -112.2350045 33.5788804 "AZ" TRUE FALSE "no" TRUE
"45695" "MxghJ-pBUXhOJ_XN0roafw" 2.5 -79.6915473 43.6062361 "ON" TRUE FALSE "no" FALSE
"45696" "ZgWjkMSzIV9fAuJJQXSUvA" 4 -115.24816 36.195285 "NV" TRUE FALSE "no" TRUE
"45697" "sqHRwTOpFMsdoN_3xsTFNQ" 4 -79.5373121571 43.8279652353 "ON" TRUE TRUE "no" TRUE
"45698" "DW7ttoWMaI2jWN41gekbiA" 3 -79.5960125 43.7197196 "ON" TRUE TRUE "no" FALSE
"45699" "po0p6NIro0cDrmKkcyPy0w" 4.5 -115.2417218 36.0605553 "NV" TRUE FALSE "free" TRUE
"45701" "X0Sr6o_Tx1s6d-o0vRAwHA" 3 -111.7463404 33.4150464 "AZ" TRUE FALSE "free" FALSE
"45702" "4cuvlrnhnLA9r2TOmwSvfw" 3 -111.937643436 33.4253483119 "AZ" TRUE FALSE "no" TRUE
"45703" "FyAioPDhzS5IP4a4SXeG-Q" 3.5 -79.3928442 43.6707754 "ON" FALSE TRUE "free" TRUE
"45708" "M-qtsg3fVoG6sWBrDz4-6w" 3 -79.9985899 40.44389 "PA" TRUE FALSE "no" TRUE
"45710" "u3nwislXMKKwkpHAXAArbQ" 3.5 -115.2230979 36.1258098 "NV" TRUE TRUE "no" FALSE
"45716" "OsumImkWwfukRA3_6ysreg" 3 -4.224553 57.477572 "HLD" TRUE FALSE "free" FALSE
"45718" "--6MefnULPED_I942VcFNA" 3 -79.3996044 43.840905 "ON" TRUE TRUE "no" FALSE
"45720" "h8XdexOcJlfLOwXIDtyalg" 3 -111.92921816 33.3794679829 "AZ" TRUE FALSE "free" TRUE
"45722" "YdRSx-i6uidsAO04GRMQVw" 3 -111.9242727 33.5834197 "AZ" FALSE FALSE "free" TRUE
"45724" "tef87haIHYdgG5GYMlQ6iQ" 2.5 -81.7624706 41.4637434 "OH" TRUE FALSE "free" FALSE
"45729" "VURmKrp7gjfCO1izrJ7JPg" 3 -82.1133277519 41.4011955208 "OH" TRUE FALSE "free" TRUE
"45730" "K3kinHWRzFMT_2HnIrEXLw" 4.5 -111.93086911 33.5828975719 "AZ" TRUE TRUE "no" TRUE
"45736" "3DFEdgcgJ1GzRxUV0rbgtw" 4.5 -73.6326880841 45.4919751394 "QC" TRUE FALSE "no" TRUE
"45737" "n5fp_q7OvqVCnV_IhAyaAQ" 3.5 -111.9232955 33.5012809 "AZ" TRUE TRUE "free" FALSE
"45738" "bKUXKjUIY34BTowDBwFjbQ" 3.5 -79.3803047613 43.6645879685 "ON" TRUE TRUE "free" FALSE
"45739" "_Y7090jnL5EezPib1ZVF1A" 3 -115.3061734 36.115883 "NV" TRUE FALSE "free" FALSE
"45740" "eLMCasvWCkJYDkvkKREz7A" 3.5 -79.4151795 44.0150879 "ON" TRUE TRUE "no" TRUE
"45741" "OYxzmfSSN6Vv2-qomtDPNw" 3 -112.2250202 33.4225124 "AZ" TRUE FALSE "free" FALSE
"45744" "IqCvkoDvvImXuzGrpeiDMA" 4.5 -115.173715 36.119371 "NV" TRUE TRUE "free" FALSE
"45745" "ZxR9HNk0b7ZIq8kMiDEIDw" 3.5 -115.1526346 36.1084453 "NV" TRUE TRUE "free" TRUE
"45746" "FKyDrTFQSvbn4KGsRFZYYQ" 2 -112.029671 33.450595 "AZ" TRUE FALSE "free" FALSE
"45748" "KKeUEVA7Srq521qBTj4T9A" 3.5 -79.383430481 43.6477523723 "ON" TRUE FALSE "no" FALSE
"45749" "k8K3Fk7YedH60gXyPn5ATw" 1.5 -80.868686 35.089457 "NC" TRUE FALSE "no" FALSE
"45750" "wl0QZqAzr1DelslQ02JGCQ" 4.5 -111.951842687 33.4230593197 "AZ" TRUE FALSE "free" TRUE
"45751" "W9NUdpRX7gLXHLM2-NeKeA" 4 -111.9114654 33.4071047 "AZ" TRUE TRUE "no" TRUE
"45752" "n2HkJt3y4Uvwex5AT5IeRA" 2.5 -111.9586534 33.4070322 "AZ" TRUE FALSE "no" FALSE
"45753" "H3EBEKejPL8tsB1gQYG1Ew" 3.5 -80.879773 35.104851 "NC" TRUE FALSE "free" TRUE
"45756" "zm7e0hmW4aPvoRsAdqqEyA" 2.5 -79.4539735 43.7260866 "ON" TRUE TRUE "no" TRUE
"45758" "2EseSYpIwW6JaA0wUojd4Q" 3 -81.1351419 35.2611573 "NC" TRUE TRUE "free" TRUE
"45759" "xbvTeG1L1kxusGVTe1WikQ" 2 -111.8410892 33.3178463 "AZ" TRUE FALSE "no" TRUE
"45764" "-d0Ou1JmEK2j5HR4PGMahA" 3 -114.958591805 36.0166853346 "NV" TRUE FALSE "no" FALSE
"45765" "U_x3Ryer88VwUlqa71Np-g" 3.5 -111.9294198 33.5028371 "AZ" TRUE FALSE "no" TRUE
"45766" "VeRHiEbUe_vHprYn8mnezA" 4.5 -111.925776 33.499275 "AZ" TRUE TRUE "no" FALSE
"45767" "5uQCZLYp3jjNjg7CSfeaPw" 1 -80.781724 35.213292 "NC" TRUE FALSE "free" FALSE
"45768" "SW0NcZwZsbSpsk0ZPgJKmQ" 3.5 -79.4080042324 43.6462178971 "ON" TRUE TRUE "no" FALSE
"45769" "cejtZJkEARR3M-0Ho4mvQA" 3.5 -79.2693151 43.7319104 "ON" TRUE FALSE "free" TRUE
"45771" "Jl-NFBNJ0PeIAfO_bDLojQ" 3.5 -80.1807505065 40.5404073741 "PA" FALSE TRUE "free" FALSE
"45772" "Gv2aZfTlYImmsERZg5D93A" 4 -111.9270736 33.5278636 "AZ" TRUE TRUE "free" FALSE
"45773" "1_yXNlfbGSn3pGjzNB99Yw" 2.5 -81.896429 41.474893 "OH" TRUE FALSE "free" FALSE
"45776" "NDjxiIYJWEfnM3DfggZo5g" 3.5 -79.7213003 43.6589449 "ON" TRUE FALSE "no" TRUE
"45777" "AfN3Z1U6QPEgAb5F2CQm8w" 4 -111.942500903 33.4206476074 "AZ" TRUE FALSE "free" FALSE
"45778" "VO-p1uczeMbzH8bEAv-RgA" 3 -111.9517607 33.4229035 "AZ" TRUE TRUE "no" TRUE
"45779" "dFIeUXVsZuOsNCPPjPAdxw" 4 -80.1299578 40.2659881 "PA" TRUE FALSE "no" FALSE
"45780" "vKKIO3Dc8m6i1C9UYwJzSQ" 3 -111.742742322 33.2970579963 "AZ" TRUE FALSE "no" TRUE
"45781" "PrWHqgeH3fVLimrit6jIiA" 4 -73.5754832 45.4827712 "QC" TRUE FALSE "free" FALSE
"45782" "ehh787mhAnDqRryw1k1Z6Q" 3.5 -81.465016 41.332092 "OH" TRUE TRUE "free" FALSE
"45787" "1x8_aJQ-iqvymhRK3SNbLg" 3.5 -111.9520135 33.3771903 "AZ" TRUE TRUE "free" TRUE
"45789" "qcDFrv2EQU9GeIAAVqdA-g" 3 -79.390427 43.6486673 "ON" TRUE TRUE "free" FALSE
"45791" "czx3G3V_f-4ZDg9YKJ0YQA" 2.5 -115.257341096 36.1956731299 "NV" TRUE TRUE "no" FALSE
"45792" "fvLNLFLtvcDk8GEmWJxgqg" 3.5 -115.0441066 36.0631777 "NV" TRUE FALSE "no" FALSE
"45794" "gIZgDLdt-PW1j7QjV6z2Lg" 4 -81.6987037928 41.4999177314 "OH" TRUE TRUE "free" FALSE
"45795" "9iELzYN6v9sCZPAsSmfyyw" 3.5 -73.603372 45.546292 "QC" TRUE FALSE "free" FALSE
"45796" "hKs5AhRRiMaTVOjplR6A3w" 3 -79.3778179 43.8436698 "ON" TRUE TRUE "no" FALSE
"45797" "sVqV9lzvx98kWU39Fn4c6w" 3.5 -80.8810249 35.086754 "NC" TRUE TRUE "no" TRUE
"45799" "ycTUCAYGmbJAXoJ3wuaC1g" 3.5 -79.337926 43.6690206 "ON" TRUE FALSE "no" TRUE
"45805" "l1JDX-o0wCLykuh78R8Kng" 4 -79.9263448 40.4613153 "PA" TRUE TRUE "free" FALSE
"45806" "aJU9eRgtY6wH-5m7a6ZeEA" 3.5 -79.3986359 43.8136278 "ON" TRUE TRUE "no" TRUE
"45808" "TvHC_I01Ilvd5_fFi4sqIg" 3.5 -79.3073145 43.8254668 "ON" TRUE FALSE "no" TRUE
"45810" "N75ktLRoP5UzVY_Wkr47ZA" 4.5 -80.8772790805 35.0821368263 "NC" TRUE FALSE "free" TRUE
"45811" "cABJSn_Pw01tX7LhnvDTDA" 4.5 -111.909235339 33.5901679389 "AZ" TRUE TRUE "free" TRUE
"45812" "XWa7nXOddOYKxojywngk8w" 5 -115.246776 36.233048 "NV" TRUE FALSE "no" TRUE
"45813" "fUKi8LlQhzsGntuZjfvLWg" 3 -115.3332506 36.1493562 "NV" TRUE TRUE "free" FALSE
"45815" "zfmLt7AK03Q5QrzUFKCuaA" 2.5 -112.3574694 33.4619082 "AZ" TRUE TRUE "no" FALSE
"45816" "9ttdN9MIS1j9c8Hp5TmZnw" 3 -115.1918552 36.1977963 "NV" TRUE FALSE "no" FALSE
"45818" "110iMPMPEEjFlf8HKVq84g" 4 -80.8089294 35.0340918 "NC" TRUE TRUE "free" FALSE
"45820" "07gh-AImcEcWQ2bew-jprg" 3.5 -115.2054322 36.1261038 "NV" FALSE TRUE "no" FALSE
"45824" "AtBzYKlQcuRxcNpBov7pzQ" 3.5 -82.0777638 41.4154155 "OH" TRUE FALSE "no" FALSE
"45825" "Pp93J9-VPxgEyMBB-NhUog" 3.5 -73.6125615 45.5343649 "QC" TRUE TRUE "free" FALSE
"45828" "wMOioy2KAoI2AnpbqwxdOg" 4.5 -111.8089404 33.335884 "AZ" TRUE FALSE "free" TRUE
"45829" "ldKrUirpZZ6JDnNwOwLpvw" 3 -88.2783637 40.1170483 "IL" TRUE FALSE "no" FALSE
"45832" "kAjCI0-7igmzWdsXbOuYWQ" 2.5 -79.3774290313 43.6426125942 "ON" TRUE FALSE "free" FALSE
"45833" "dlcGwaX1F88eFbAP_YYE5A" 3.5 -80.1124788 40.2906222 "PA" TRUE FALSE "no" TRUE
"45835" "pZ1quwXnYozLIZIVABojhw" 4 -79.4132797 43.6509775 "ON" FALSE FALSE "no" FALSE
"45837" "myJ6pgIhN42EQh2sAVXKoQ" 4 -79.408856 43.6462338 "ON" TRUE FALSE "free" TRUE
"45838" "Ag_u1_T2uQf4G2CeYrTNfw" 4 -79.4608658 43.7127465 "ON" TRUE FALSE "no" FALSE
"45841" "6CjVFTO7F-q8BP7oQKB_9g" 3.5 -79.9490592 40.445056 "PA" TRUE TRUE "no" TRUE
"45843" "KK5Hvy2JNjXpdO_zHA_LCA" 4 -89.3281732 43.1151959 "WI" FALSE TRUE "no" FALSE
"45845" "GPX3TnZ0-4pAxKPJUESbeA" 4 -115.1183707 36.003254 "NV" TRUE FALSE "no" TRUE
"45847" "JU2K7-ZmLZWc43ASTs7T1Q" 3.5 -111.687687635 33.3260640127 "AZ" TRUE FALSE "free" TRUE
"45848" "N6b7ut3Wzzfk4qFzmIHpyQ" 4.5 -73.781925 45.525769 "QC" TRUE FALSE "free" FALSE
"45849" "yh0mvFCjZuMKy562h2_d_A" 4 -81.7249072 41.485664 "OH" TRUE FALSE "no" FALSE
"45851" "CJKgffwOSqZ7WpKVruA0xQ" 3.5 -79.403622 43.662574 "ON" TRUE TRUE "free" TRUE
"45854" "YoEISHuKbCiq4HgykG9fIA" 3.5 -79.3856634 43.6679551 "ON" TRUE TRUE "no" TRUE
"45857" "g2QMJcqBPpKxlMKdOvlGvg" 3 -80.5209884644 43.438747406 "ON" FALSE TRUE "no" FALSE
"45858" "PZv-i2kxrueX1uK2qaM5tw" 3 -112.0310353 33.4953887 "AZ" TRUE FALSE "free" TRUE
"45859" "0LsH3PYy7aemkjgQTI2MVQ" 3.5 -79.4132667 43.7748502 "ON" TRUE FALSE "no" FALSE
"45861" "ar-m5JrmtAdSFuV0anz3Jw" 4 -111.9247272 33.6263425 "AZ" TRUE FALSE "no" TRUE
"45863" "cKZu_xLYp6lx6jLZ9bHRCQ" 5 -111.8722511 33.3784131 "AZ" TRUE FALSE "free" TRUE
"45864" "GmUtjz9zNyPspEZ1DFl40Q" 2.5 -79.6826391 43.5202103 "ON" TRUE FALSE "free" TRUE
"45866" "3hmoQIAUaYF9u_QaxfjwwQ" 3.5 -112.3469877 33.463428 "AZ" TRUE TRUE "no" TRUE
"45869" "p5uB6cp17euTJSG6AV3f4Q" 4.5 -81.6903107 41.500002 "OH" TRUE FALSE "free" TRUE
"45871" "2j78b8m1w4Sr2GVGCzFBtQ" 4 -80.845655 35.229069 "NC" TRUE FALSE "free" FALSE
"45872" "9HWdRtNS0q4_UkEvL14IfA" 3.5 -79.398991 43.6525566 "ON" TRUE FALSE "no" FALSE
"45874" "YO8sWa0wYChH6DQWnE6NFg" 3.5 -79.9576968 40.4413583 "PA" TRUE FALSE "no" FALSE
"45875" "80TTAvMtRsPPFtFFnXgskA" 3.5 -80.8349322 35.055385 "NC" TRUE FALSE "free" FALSE
"45878" "45OH7rpeWRzXelgpxs2BRw" 2.5 -79.7392707 43.7495928 "ON" TRUE TRUE "no" FALSE
"45880" "I-7JXoyVi-QpZJLbJMDrgg" 2.5 -89.30111 43.127149 "WI" TRUE FALSE "no" FALSE
"45884" "b6WRBVDieqwei4wC1rOsnA" 3.5 -79.9971354078 40.4422344518 "PA" TRUE FALSE "no" FALSE
"45886" "M51gw2cz_vXarNBLbKkOxQ" 4 -115.243501424 36.0720455659 "NV" TRUE FALSE "no" FALSE
"45890" "Otncrh8MiVM4WV3-xJqQbA" 4 -79.6835439411 43.5256892539 "ON" TRUE TRUE "free" TRUE
"45891" "FMnH5WIRLyexBYMBUUnDxQ" 4 -115.334461948 36.1562934938 "NV" TRUE TRUE "free" FALSE
"45893" "UBBRMpgGudjzDgOSU73OeA" 3 -3.1100189 55.9517784 "MLN" TRUE TRUE "free" TRUE
"45894" "iWhGFbx_HnR6geV0IZoiLQ" 3.5 -79.7256869 43.713978 "ON" TRUE TRUE "no" FALSE
"45896" "EEGajOchS2BIZNvJcPK3uw" 4.5 -112.003112874 33.4942271024 "AZ" FALSE TRUE "no" FALSE
"45897" "Lfl9kppQhikig4xI3UdjOA" 3.5 -79.3834200754 43.6616956822 "ON" TRUE FALSE "no" FALSE
"45898" "vWHKGoI4YnH1_Bju6Fm1OA" 3 -112.0740771 33.4504587 "AZ" FALSE FALSE "no" FALSE
"45899" "9LZQYlTCNmQSHb2GmqZTFg" 3 -81.671551 41.293011 "OH" TRUE FALSE "free" FALSE
"45901" "stCP0pdz5_3i7AAzmt5dSw" 2 -80.7937127 35.3337597 "NC" TRUE FALSE "no" FALSE
"45903" "j-_NkZGDBmnoDyv1NcZPkA" 4 -79.6921346884 43.5179744387 "ON" TRUE TRUE "free" FALSE
"45904" "l07I7E_F5IhhBd4uvxxcdA" 4 -115.055714213 36.0555859718 "NV" TRUE FALSE "no" TRUE
"45907" "tRdVEMAtQRdz-Cgw-ff4-A" 4.5 -115.236716196 36.1588362132 "NV" TRUE TRUE "free" TRUE
"45908" "IoxLILBKAajE9kY5j8F72g" 3.5 -79.3994402 43.6444399 "ON" TRUE FALSE "free" FALSE
"45910" "q1pDK7uCOy9_Oft55rrLQA" 4 9.32013 48.745 "BW" FALSE TRUE "no" FALSE
"45913" "D3GgPF08lX44wSmk0CIKvQ" 4 -81.3379609072 41.4111229068 "OH" TRUE FALSE "free" TRUE
"45916" "wp44-LcNJCUnle5JkVXkbw" 2 -79.7250798717 40.5897698975 "PA" TRUE FALSE "no" FALSE
"45918" "t5brsnbGm3STdN4zrhZtFA" 4.5 -80.0218915 40.3506981 "PA" TRUE FALSE "free" TRUE
"45922" "_dqtEOTelXt9tfmP_9Ar6w" 4.5 -80.0009542 40.4394403 "PA" TRUE FALSE "no" TRUE
"45923" "A-ZecZ28mwAmjlN2f5eRmA" 3 -79.475582 43.6515524 "ON" TRUE FALSE "no" FALSE
"45926" "dfHA5n6e3f58nMCNHt589Q" 3.5 -89.3904163 43.0754787 "WI" TRUE FALSE "no" TRUE
"45930" "AC6CRT62_sie9UpmqeGyvw" 3.5 -80.816886 35.22073 "NC" TRUE TRUE "free" TRUE
"45932" "hrFjufMEw1I1g8SEXtVJ7g" 5 -79.4338029 44.0722531 "ON" TRUE FALSE "no" TRUE
"45933" "ri0rzp3OAzCWNP32mR05Tw" 3 -79.7351124221 43.7074962201 "ON" TRUE TRUE "free" TRUE
"45934" "OfLdWSqZ4HM_-B5khUtS8w" 4.5 -112.1012916 33.6988968 "AZ" TRUE FALSE "no" TRUE
"45935" "uloYxyRAMesZzI99mfNInA" 3.5 -79.568345 43.823486 "ON" TRUE TRUE "free" TRUE
"45936" "FjkUqb8hvuEyUGam-3KWeA" 2.5 -79.6978229284 43.6091328156 "ON" TRUE FALSE "no" TRUE
"45941" "ydh6a3M6EEAQdZFyLHFcrQ" 3.5 -80.9258677 35.2289881 "NC" TRUE FALSE "no" FALSE
"45943" "aFJ8NSdpJi9LcaMm6ICowQ" 1.5 -88.2571648 40.1421019 "IL" TRUE FALSE "free" FALSE
"45944" "nyySk4PNw04rIgEwmzFMfA" 4 -73.5515689063 45.5232784795 "QC" TRUE FALSE "no" FALSE
"45947" "8bWS1Sp2m3fa9cDcuBTOag" 2 -111.9238548 33.3786801 "AZ" TRUE FALSE "no" FALSE
"45948" "TH8QoP2xFRtuxP1kR08b1w" 4 -79.379596 43.6692245 "ON" TRUE FALSE "no" TRUE
"45949" "82YGtjc5KKikNiqBZ33qzw" 4 -115.2249867 36.0698514 "NV" FALSE TRUE "no" FALSE
"45951" "klSwUcoOjBMQF5OBOQvqcA" 3 -115.1841219 36.2611004 "NV" TRUE FALSE "no" TRUE
"45952" "C5bmtDRAtl5iMGmBCF5prw" 3.5 -112.1852187 33.4954125 "AZ" TRUE FALSE "no" FALSE
"45953" "mRWhEetiEi5Gx4H2zwM7Jw" 2.5 -112.3544164 33.6391887 "AZ" TRUE FALSE "no" FALSE
"45954" "wH4Q0y8C-lkq21yf4WWedw" 4 -111.8811427 33.5809114 "AZ" TRUE FALSE "free" FALSE
"45956" "-382X_bWhJKPJKP1VfXOmw" 2 -79.864342201 40.3872342382 "PA" FALSE FALSE "no" FALSE
"45957" "KIanJQ6ZouQRQeaim8gZHQ" 4 -81.6123342461 41.5085286719 "OH" FALSE TRUE "free" TRUE
"45959" "2_70xR8dAmNKj9zP1cAhWQ" 4 -88.1925483 40.1050134 "IL" TRUE FALSE "free" FALSE
"45960" "fS1QBwuCUXVQ_K7LNnYvBg" 2.5 -81.6030596 41.5109845 "OH" TRUE TRUE "no" TRUE
"45961" "dnB7SD38_lwiC9E-BJxq-Q" 4.5 -111.9266829 33.348714 "AZ" TRUE FALSE "free" TRUE
"45965" "7UFDAX4wLi6ux5otguYldA" 4 -115.333119 36.152929 "NV" TRUE TRUE "free" TRUE
"45966" "i-wNFGH7j8Kr9KQwyzwgNA" 3.5 -79.4693148 43.7690717 "ON" TRUE TRUE "free" TRUE
"45968" "mAMWh1htdpk4jYJ6vOvM4g" 4 -79.3189197 43.6845807 "ON" TRUE TRUE "free" TRUE
"45970" "mPec-6ARme_8QAHd7tpJ8g" 4.5 -75.5488666 40.0396338 "PA" TRUE FALSE "free" TRUE
"45977" "LBwFjTUlDeikknOoQTXxhg" 1.5 -115.2425849 36.1456918 "NV" TRUE FALSE "free" FALSE
"45980" "VmLDUvoQySYrW-Rk68olhg" 3 -73.5548341 45.5036968 "QC" FALSE TRUE "no" FALSE
"45981" "Smnwx7z2abtuQmSFisUiOA" 3 -79.4708129 43.6728592 "ON" TRUE TRUE "no" FALSE
"45982" "9u7knPXVCUOwnsz8sTTT_w" 4.5 -112.083253682 33.5715256905 "AZ" TRUE FALSE "no" TRUE
"45983" "2eJ2HCV9xhvYSmc1zNyLOg" 3.5 -79.539363 43.827996 "ON" TRUE TRUE "no" TRUE
"45984" "PlTdQdCWu2_hjbSuenB3pg" 4.5 -112.1521331 33.4794638 "AZ" TRUE FALSE "no" FALSE
"45989" "9VjivazwXL96t6q0Dsh0HQ" 4 -73.599561 45.524946 "QC" TRUE FALSE "no" TRUE
"45990" "WWqdy9PKOSyhLgHIGaNFrA" 3 -111.924865 33.4214242 "AZ" TRUE FALSE "no" TRUE
"45991" "thR2m3O_PBCCbc5nZSF1Pg" 3.5 -111.9082 33.422747 "AZ" TRUE FALSE "free" FALSE
"45993" "ub4JnrvtBi0nTTBiSJY8aA" 3 -111.925748438 33.4867329724 "AZ" TRUE FALSE "free" FALSE
"45999" "BmrVL3Aj5usPfpu5DE1iCg" 4 -3.1848791 55.9455318 "EDH" FALSE TRUE "free" TRUE
"46001" "ruHEkBY2ysclSFIcai4tfg" 3 -79.1830972 43.7739478 "ON" TRUE TRUE "no" TRUE
"46006" "lvoTojJLdtNHxrwVVkUe6w" 3.5 -80.741261 35.1427694 "NC" TRUE FALSE "free" FALSE
"46007" "3r1-6Hrfiobded7DRxstxQ" 4.5 -89.3812054826 43.0742752136 "WI" TRUE FALSE "free" FALSE
"46008" "Q8fegEPx_6wsaF2R78LA4A" 2 -112.3319654 33.6228734 "AZ" TRUE FALSE "no" FALSE
"46009" "yO3zDxcN30v5WDZk3vKZMw" 4 -111.7874681 33.376975 "AZ" TRUE FALSE "no" TRUE
"46010" "0N2y8rNxbet6p4UIBWTOrw" 4.5 -112.1485743 33.6105418 "AZ" TRUE TRUE "free" TRUE
"46011" "n6FgnedNsuagPrI6dKii9g" 4 -79.2990875 43.8215319 "ON" TRUE TRUE "free" TRUE
"46012" "yFvhcuun4pjm7XEUYpywvQ" 4 -79.7345625 43.6953286 "ON" TRUE TRUE "no" TRUE
"46013" "R7Qf7l2_sFohGi51a5F79A" 2.5 -80.727528 35.224991 "NC" FALSE FALSE "no" FALSE
"46014" "vOUIiRfyA9jtra7Hez6mpg" 3 -79.3901876 43.6501835 "ON" TRUE TRUE "free" FALSE
"46015" "3z70db5MNhCBPpIaRCB5nQ" 5 -81.4774367 41.4235649 "OH" TRUE FALSE "free" TRUE
"46016" "UECUzT8K_Yy7jiIXL69oXA" 2.5 -112.359929312 33.6108928445 "AZ" TRUE FALSE "free" TRUE
"46018" "uAgmJQyhsj__iXLriNCWYw" 3.5 -112.3584503 33.4944067 "AZ" TRUE TRUE "free" FALSE
"46019" "xwEYTGJ_82ScbpXcheqqQw" 3.5 -79.854177 40.421261 "PA" TRUE FALSE "free" FALSE
"46021" "KuIxm6FVNmlvpssWJi9-bA" 3 -79.3481825 43.6784329 "ON" TRUE TRUE "free" TRUE
"46022" "hs5xdulRJqHZyITnEHpJhQ" 3 -80.0455846 40.4175931 "PA" TRUE FALSE "no" TRUE
"46023" "y1uN3Tj97O9u2xCVhJuaLw" 3 -79.3476695 43.84985 "ON" TRUE FALSE "no" FALSE
"46024" "DkclJocfsr7gr1GRAxA5Ew" 4 -111.8858437 33.4216347 "AZ" FALSE FALSE "no" TRUE
"46026" "3jy3CXO6gVEat4uB-E2msA" 3.5 -111.9364826 33.4229734 "AZ" TRUE TRUE "free" TRUE
"46027" "ZCrK07xb6w5Vi1vathV0NQ" 3 -79.3849664 43.6556063 "ON" TRUE TRUE "free" TRUE
"46028" "zmoQ2eIDyeKlKVGA8p9esQ" 4 -80.1542723 40.5135343 "PA" TRUE FALSE "free" TRUE
"46031" "VwZhwflLnTq19aAeFLJHCQ" 4 -115.0695525 36.0686777 "NV" TRUE TRUE "no" TRUE
"46032" "nbOhzr_K-CcdFEM4UKoeGg" 4.5 -73.2510822 45.3066471 "QC" FALSE TRUE "free" FALSE
"46033" "59YbAeuiz0isJtRNKATTKw" 3.5 -115.2173158 36.2234643 "NV" TRUE FALSE "free" FALSE
"46035" "lcozzaLLByOKX0Orcg-tIQ" 3 -79.3966684 43.6491952 "ON" TRUE TRUE "free" TRUE
"46036" "QNfh79NwsNnl-AngRhg2ww" 4 -79.368281702 43.665909406 "ON" TRUE TRUE "no" FALSE
"46038" "3tLuGLcCiGv5qqqhawO3Tg" 3 -111.806518555 33.3784675598 "AZ" TRUE FALSE "free" FALSE
"46039" "ZV7t55UEx1LnBOWqTrutSw" 4 -73.579162 45.4804882 "QC" FALSE TRUE "free" TRUE
"46042" "T_YT8WYrW8ju9U270Szhcg" 2.5 -112.3907206 33.638964 "AZ" TRUE TRUE "free" TRUE
"46044" "X4QbkHl7pOTVsgLa7XuUBg" 4.5 -79.7764246 40.4381372 "PA" TRUE FALSE "free" FALSE
"46046" "awI4hHMfa7H0Xf0-ChU5hg" 4.5 -115.1747468 36.1427819 "NV" TRUE FALSE "no" FALSE
"46047" "DXy2MP6Zw7-y8ahPf_A1Wg" 4 -79.6064425 43.624732 "ON" TRUE TRUE "no" TRUE
"46048" "cgEzHZQKhi2anXfyF75MQw" 4 -3.1883164 55.9570369 "EDH" FALSE TRUE "no" FALSE
"46049" "Kl3mlPM1YeGQjcekJ1vZiw" 4.5 -73.631179 45.428604 "QC" TRUE TRUE "no" TRUE
"46055" "dDZqtA1me453GrMtpcpYOQ" 3 -111.9299424 33.3792519 "AZ" TRUE FALSE "no" TRUE
"46059" "-gSzbTfD08Amjqv-YvvoJA" 3 -111.8219701 33.3494498 "AZ" TRUE FALSE "free" TRUE
"46061" "2UQESr5pUBW5hHf6Y0XCIQ" 2.5 -111.9247272 33.6263425 "AZ" TRUE FALSE "no" TRUE
"46062" "JWqc2Nost9wDFrbBhnCUAw" 3.5 -112.22413106 33.6386164451 "AZ" TRUE FALSE "no" FALSE
"46063" "eue9tQvB94MPB-f9LUUCJA" 4 -73.5396242 45.5528219 "QC" FALSE TRUE "no" FALSE
"46064" "DF_w5Hwgi4bLgZH8_6F3cA" 4 -79.2896449 43.8051951 "ON" TRUE FALSE "no" FALSE
"46065" "wm7Y03pllyJroPocxef3Ig" 3.5 -81.5083945 41.1483721 "OH" TRUE FALSE "free" TRUE
"46068" "-NjZ5HZApXjRJaTVZeSO_w" 4 -115.2412101 36.2029769 "NV" TRUE FALSE "no" FALSE
"46069" "YUE5S4ReiM4dq9qkKbDMwg" 3.5 -115.242623091 36.1952740767 "NV" TRUE TRUE "no" TRUE
"46070" "bhM8_lovbEHjX5FK6Zfenw" 3 -89.5234428 43.0819164 "WI" TRUE TRUE "free" TRUE
"46071" "poX-2lODvtmkR6pve8FXFA" 3.5 -112.063091 33.508901 "AZ" TRUE FALSE "free" FALSE
"46073" "-Qkx7W0itbAApcG5lJuMFQ" 4.5 -115.170291604 36.1175754745 "NV" TRUE FALSE "free" TRUE
"46074" "lwxYmWqjmEZ0ukCsXC9Pfg" 4 -115.172007817 36.1140191924 "NV" TRUE FALSE "no" TRUE
"46075" "5WovPPr_N2QPDXf4hLWYsQ" 4.5 -79.3099534 44.1356783 "ON" TRUE TRUE "free" TRUE
"46077" "XBYrsKCn0fAgUO2AD7Lizg" 2 -81.1240607 35.2594192 "NC" TRUE FALSE "no" FALSE
"46080" "2vYRUAonMg9HBUDs30NL8g" 4 -73.5994327883 45.5250592935 "QC" TRUE TRUE "free" FALSE
"46085" "ng8vj7q4kFt7d4Ud4lBhHQ" 3.5 -111.9785992 33.3306902 "AZ" TRUE TRUE "no" TRUE
"46091" "Eb_k0Ut7ScXlNEv2QFZujA" 3.5 -111.6912127 33.3938864 "AZ" TRUE FALSE "free" TRUE
